3.796e-65 5.97041e-33 -1.52122e-33 0
3.61098e-64 -1.81955e-32 5.47931e-33 5.71429e-17
2.6793e-63 4.90846e-32 -1.64317e-32 1.14286e-16
1.85868e-62 -1.28941e-31 4.42837e-32 1.71429e-16
1.23196e-61 3.33399e-31 -1.09729e-31 2.28571e-16
7.84201e-61 -8.48842e-31 2.52327e-31 2.85714e-16
4.80771e-60 2.12559e-30 -5.38105e-31 3.42857e-16
2.84272e-59 -5.22707e-30 1.05114e-30 4e-16
1.62042e-58 1.25992e-29 -1.81672e-30 4.57143e-16
8.88165e-58 -2.96968e-29 2.50258e-30 5.14286e-16
4.6579e-57 6.82328e-29 -1.47701e-30 5.71429e-16
2.32001e-56 -1.5216e-28 -6.89925e-30 6.28571e-16
1.08648e-55 3.27215e-28 3.97267e-29 6.85714e-16
4.72414e-55 -6.71699e-28 -1.45721e-28 7.42857e-16
1.88302e-54 1.29302e-27 4.59493e-28 8e-16
6.88729e-54 -2.25177e-27 -1.34789e-27 8.57143e-16
2.4914e-53 3.2311e-27 3.80447e-27 9.14286e-16
1.16332e-52 -2.43463e-27 -1.05074e-26 9.71429e-16
8.63696e-52 -6.65641e-27 2.8625e-26 1.02857e-15
7.89628e-51 4.41226e-26 -7.71329e-26 1.08571e-15
6.9928e-50 -1.66427e-25 2.055e-25 1.14286e-15
5.65329e-49 5.2292e-25 -5.40263e-25 1.2e-15
4.17823e-48 -1.49112e-24 1.39814e-24 1.25714e-15
2.85609e-47 3.99176e-24 -3.55341e-24 1.31429e-15
1.82542e-46 -1.02062e-23 8.85296e-24 1.37143e-15
1.10038e-45 2.51811e-23 -2.15938e-23 1.42857e-15
6.2999e-45 -6.03687e-23 5.15317e-23 1.48571e-15
3.44576e-44 1.41369e-22 -1.20301e-22 1.54286e-15
1.81023e-43 -3.24775e-22 2.74853e-22 1.6e-15
9.18328e-43 7.34763e-22 -6.15184e-22 1.65714e-15
4.52404e-42 -1.6427e-21 1.35114e-21 1.71429e-15
2.17755e-41 3.64078e-21 -2.91894e-21 1.77143e-15
1.03075e-40 -8.02181e-21 6.22297e-21 1.82857e-15
4.83019e-40 1.76116e-20 -1.31472e-20 1.88571e-15
2.25478e-39 -3.85934e-20 2.76646e-20 1.94286e-15
1.05389e-38 8.44973e-20 -5.83019e-20 2e-15
4.94924e-38 -1.8489e-19 1.23726e-19 2.05714e-15
2.33879e-37 4.04186e-19 -2.65543e-19 2.11429e-15
1.11179e-36 -8.82077e-19 5.77694e-19 2.17143e-15
5.3073e-36 1.91973e-18 -1.27355e-18 2.22857e-15
2.53722e-35 -4.16202e-18 2.83721e-18 2.28571e-15
1.21064e-34 8.9794e-18 -6.3588e-18 2.34286e-15
5.74422e-34 -1.92614e-17 1.42626e-17 2.4e-15
2.69967e-33 4.10502e-17 -3.1852e-17 2.45714e-15
1.25185e-32 -8.68747e-17 7.05074e-17 2.51429e-15
5.70589e-32 1.82487e-16 -1.54134e-16 2.57143e-15
2.54751e-31 -3.80337e-16 3.31806e-16 2.62857e-15
1.11073e-30 7.86219e-16 -7.01844e-16 2.68571e-15
4.71714e-30 -1.61133e-15 1.45629e-15 2.74286e-15
1.94733e-29 3.27258e-15 -2.96033e-15 2.8e-15
7.80227e-29 -6.58325e-15 5.88927e-15 2.85714e-15
3.03089e-28 1.31096e-14 -1.14554e-14 2.91429e-15
1.14093e-27 -2.58281e-14 2.17679e-14 2.97143e-15
4.16193e-27 5.03173e-14 -4.03745e-14 3.02857e-15
1.47218e-26 -9.68921e-14 7.30326e-14 3.08571e-15
5.0571e-26 1.84385e-13 -1.28737e-13 3.14286e-15
1.69127e-25 -3.46814e-13 2.21014e-13 3.2e-15
5.52844e-25 6.45196e-13 -3.69549e-13 3.25714e-15
1.77631e-24 -1.18876e-12 6.02623e-13 3.31429e-15
5.6525e-24 2.17406e-12 -9.62276e-13 3.37143e-15
1.79816e-23 -3.95931e-12 1.5184e-12 3.42857e-15
5.77926e-23 7.21045e-12 -2.40872e-12 3.48571e-15
1.89692e-22 -1.31953e-11 3.94669e-12 3.54286e-15
6.42078e-22 2.43837e-11 -6.89301e-12 3.6e-15
2.2575e-21 -4.5673e-11 1.30946e-11 3.65714e-15
8.26895e-21 8.6864e-11 -2.68998e-11 3.71429e-15
3.14568e-20 -1.67567e-10 5.81224e-11 3.77143e-15
1.23086e-19 3.26675e-10 -1.27941e-10 3.82857e-15
4.8818e-19 -6.40112e-10 2.80065e-10 3.88571e-15
1.93085e-18 1.25292e-09 -6.00874e-10 3.94286e-15
7.50174e-18 -2.43504e-09 1.25393e-09 4e-15
2.82779e-17 4.67403e-09 -2.53601e-09 4.05714e-15
1.02441e-16 -8.82121e-09 4.96255e-09 4.11429e-15
3.54052e-16 1.63068e-08 -9.38827e-09 4.17143e-15
1.16049e-15 -2.94284e-08 1.71598e-08 4.22857e-15
3.58739e-15 5.16798e-08 -3.02752e-08 4.28571e-15
1.0395e-14 -8.80034e-08 5.1482e-08 4.34286e-15
2.80134e-14 1.44671e-07 -8.41639e-08 4.4e-15
6.94186e-14 -2.28172e-07 1.31742e-07 4.45714e-15
1.5536e-13 3.41899e-07 -1.96125e-07 4.51429e-15
3.04278e-13 -4.78466e-07 2.74497e-07 4.57143e-15
4.8975e-13 6.03991e-07 -3.53475e-07 4.62857e-15
5.54523e-13 -6.28444e-07 3.99476e-07 4.68571e-15
2.4324e-13 3.53156e-07 -3.44269e-07 4.74286e-15
3.85117e-13 6.17116e-07 6.5459e-08 4.8e-15
9.48882e-12 -3.01397e-06 6.36238e-07 4.85714e-15
7.00924e-11 8.11549e-06 -2.05698e-06 4.91429e-15
3.46626e-10 -1.80422e-05 4.59387e-06 4.97143e-15
1.38192e-09 3.61396e-05 -8.70904e-06 5.02857e-15
4.76338e-09 -6.74085e-05 1.48145e-05 5.08571e-15
1.46587e-08 0.000118864 -2.30206e-05 5.14286e-15
4.08883e-08 -0.000199552 3.26702e-05 5.2e-15
1.03921e-07 0.000319676 -4.15654e-05 5.25714e-15
2.40043e-07 -0.000487892 4.47701e-05 5.31429e-15
4.98312e-07 0.000705148 -3.28342e-05 5.37143e-15
9.07626e-07 -0.000952633 -1.08391e-05 5.42857e-15
1.38254e-06 0.00117026 0.000114116 5.48571e-15
1.59551e-06 -0.00122106 -0.000323284 5.54286e-15
1.21257e-06 0.000835914 0.000716811 5.6e-15
2.2726e-06 0.000466635 -0.00143348 5.65714e-15
1.96255e-05 -0.00348849 0.00273056 5.71429e-15
0.00011599 0.00948491 -0.00510166 5.77143e-15
0.000502743 -0.0203068 0.00950673 5.82857e-15
0.00180036 0.0385156 -0.0178019 5.88571e-15
0.00566577 -0.0674016 0.033508 5.94286e-15
0.0162591 0.11079 -0.0631242 6e-15
0.0437302 -0.172456 0.118276 6.05714e-15
0.11297 0.254902 -0.219077 6.11429e-15
0.286902 -0.357176 0.399159 6.17143e-15
0.730301 0.471335 -0.712842 6.22857e-15
1.88278 -0.577174 1.24485 6.28571e-15
4.90878 0.634846 -2.12268 6.34286e-15
12.7997 -0.575255 3.53112 6.4e-15
32.887 0.288425 -5.72747 6.45714e-15
82.1281 0.389249 9.05409 6.51429e-15
197.245 -1.68706 -13.9427 6.57143e-15
452.12 3.90816 20.9009 6.62857e-15
983.444 -7.42911 -30.4672 6.68571e-15
2019.83 12.684 43.1156 6.74286e-15
3895.71 -20.1245 -59.0823 6.8e-15
7006.23 30.1455 78.0864 6.85714e-15
11628.2 -42.9646 -98.9051 6.91429e-15
17522.2 58.4439 118.771 6.97143e-15
23324.2 -75.8446 -132.558 7.02857e-15
26102 93.5076 131.751 7.08571e-15
22414 -108.461 -103.2 7.14286e-15
14217.8 115.967 27.7387 7.2e-15
26578.3 -109.021 121.213 7.25714e-15
149610 77.8621 -378.876 7.31429e-15
623979 -9.53392 789.866 7.37143e-15
1.99552e+06 -112.402 -1408.15 7.42857e-15
5.36571e+06 307.896 2295.85 7.48571e-15
1.27542e+07 -600.027 -3520.53 7.54286e-15
2.75611e+07 1014.05 5151 7.6e-15
5.50699e+07 -1575.67 -7251.7 7.65714e-15
1.02877e+08 2308.35 9876.68 7.71429e-15
1.81117e+08 -3229.51 -13064.7 7.77143e-15
3.02411e+08 4345.54 16838.3 7.82857e-15
4.81719e+08 -5645.7 -21209.6 7.88571e-15
7.36716e+08 7095.17 26198.8 7.94286e-15
1.09001e+09 -8627.79 -31868.1 8e-15
1.57556e+09 10139.4 38376.5 8.05714e-15
2.25306e+09 -11482.9 -46056.5 8.11429e-15
3.23697e+09 12466.8 55511.7 8.17143e-15
4.75249e+09 -12858.2 -67728.6 8.22857e-15
7.24133e+09 12393.5 84188.7 8.28571e-15
1.15573e+10 -10796.4 -106961 8.34286e-15
1.93123e+10 7806.7 138749 8.4e-15
3.34461e+10 -3217.57 -182855 8.45714e-15
5.90728e+10 -3076.75 243029 8.51429e-15
1.0457e+11 11027.4 -323185 8.57143e-15
1.82681e+11 -20374.5 426927 8.62857e-15
3.11099e+11 30593.8 -556923 8.68571e-15
5.11619e+11 -40855.1 714108 8.74286e-15
8.06691e+11 49998.7 -896767 8.8e-15
1.21228e+12 -56543.1 1.09959e+06 8.85714e-15
1.72675e+12 58728.4 -1.31274e+06 8.91429e-15
2.31709e+12 -54606.8 1.52122e+06 8.97143e-15
2.90675e+12 42181.2 -1.7044e+06 9.02857e-15
3.37204e+12 -19595.9 1.83621e+06 9.08571e-15
3.55672e+12 -14628.6 -1.88587e+06 9.14286e-15
3.31391e+12 61324.4 1.81938e+06 9.2e-15
2.58027e+12 -120388 -1.6018e+06 9.25714e-15
1.47697e+12 190500 1.20028e+06 9.31429e-15
4.17726e+11 -268880 -587732 9.37143e-15
1.87353e+11 351122 -253113 9.42857e-15
1.94292e+12 -431134 1.32553e+06 9.48571e-15
7.08955e+12 501235 -2.61502e+06 9.54286e-15
1.70022e+13 -552417 4.0862e+06 9.6e-15
3.26054e+13 574807 -5.68111e+06 9.65714e-15
5.38795e+13 -558300 7.319e+06 9.71429e-15
7.94239e+13 493351 -8.89834e+06 9.77143e-15
1.06246e+14 -371872 1.03009e+07 9.82857e-15
1.29948e+14 188144 -1.13979e+07 9.88571e-15
1.45421e+14 60314.5 1.20589e+07 9.94286e-15
1.48032e+14 -372046 -1.21611e+07 1e-14
1.35123e+14 741188 1.16006e+07 1.00571e-14
1.07488e+14 -1.15734e+06 -1.03028e+07 1.01143e-14
7.03536e+13 1.60581e+06 8.23256e+06 1.01714e-14
3.345e+13 -2.06828e+06 -5.40113e+06 1.02286e-14
9.87094e+12 2.52393e+06 1.87102e+06 1.02857e-14
